# code	word	tag	mv_freq	lib_freq	v2	reason
zhannei	站内	modern-vocab-audit-p2: frag-grammar	30000	15764	0	网络常用词
zhannifu	詹妮弗	modern-vocab-audit-p2: name-obscure	30000	14693	0	常见译名
zhanshihui	展示会	modern-vocab-audit-p2: frag-np	30000	13058	0	真词展会义
zhaogongzuo	找工作	modern-vocab-audit-p2: frag-np	30000	0	0	高频活动短语
zhashang	炸伤	modern-vocab-audit-p2: frag-verb	30000	11242	0	真词新闻动词
zhechang	这场	modern-vocab-audit-p2: frag-grammar	40000	27878	0	指量常用
zhengchuang	争创	modern-vocab-audit-p2: frag-verb	30000	10469	0	常用动词
zhenghan	正酣	modern-vocab-audit-p2: frag-grammar	30000	12118	0	固定搭配
zhengjinduoyin	争金夺银	modern-vocab-audit-p2: frag-np	30000	0	0	体育熟语
zhengkuai	整块	modern-vocab-audit-p2: frag-grammar	30000	16379	0	常用量词单位
zhengwan	整晚	modern-vocab-audit-p2: frag-grammar	30000	20707	0	常用时间词
zhexiang	这项	modern-vocab-audit-p2: frag-grammar	30000	27672	0	指量常用
zhexuexi	哲学系	modern-vocab-audit-p2: frag-np	30000	8340	0	常用系科名
zhicun	志村	modern-vocab-audit-p2: name-obscure	30000	12057	0	著名日姓
zhidaoxing	指导性	modern-vocab-audit-p2: frag-np	30000	9767	0	X性成词常用
zhijiabi	质价比	modern-vocab-audit-p2: jargon-slice	30000	0	0	现代消费新词
zhiliyu	致力于	modern-vocab-audit-p2: frag-grammar	35000	20609	0	固定动介
zhinengjiashi	智能驾驶	modern-vocab-audit-p2: frag-np	30000	0	0	现代科技常用词
zhixingguan	执行官	modern-vocab-audit-p2: frag-np	30000	19256	0	常用名词
zhizeng	致赠	modern-vocab-audit-p2: frag-verb	30000	0	0	正式动词真词
zhongcun	中村	modern-vocab-audit-p2: name-obscure	30000	22004	0	著名日姓
zhonggaokao	中高考	modern-vocab-audit-p2: frag-np	30000	0	0	教育常用合称
zhongjiezhe	终结者	modern-vocab-audit-p2: title-slice	30000	22877	0	常用者字词
zhongrihan	中日韩	modern-vocab-audit-p2: frag-np	30000	5866	0	固定缩略
zhongshanlu	中山路	modern-vocab-audit-p2: org-local	30000	20057	0	通行街名
zhongxiaowei	中小微	modern-vocab-audit-p2: frag-np	30000	0	0	政策定型词
zhongxifang	中西方	modern-vocab-audit-p2: frag-np	30000	9797	0	常用合称
zhongyingwen	中英文	modern-vocab-audit-p2: frag	30000	16583	0	常用固定语
zhongzhi	种质	modern-vocab-audit-p2: word	25000	14974	0	科技术语
zhouzhengfu	州政府	modern-vocab-audit-p2: frag-np	30000	20758	0	常用行政词
zhuangkai	撞开	modern-vocab-audit-p2: frag-verb	30000	9683	0	常用动补词
zhuoqiutai	桌球台	modern-vocab-audit-p2: frag-np	30000	5286	0	常用器物词
zhusufei	住宿费	modern-vocab-audit-p2: frag-np	30000	17726	0	真实费用词
ziliaoguan	资料馆	modern-vocab-audit-p2: frag-np	30000	10315	0	常用场馆词
zongdaoyan	总导演	modern-vocab-audit-p2: frag-np	30000	10593	0	常用职务词
zongjiehui	总结会	modern-vocab-audit-p2: word	30000	12568	0	常用会议词
zoubian	走遍	modern-vocab-audit-p2: frag-verb	35000	24593	0	常用动补
zouguo	走过	modern-vocab-audit-p2: frag-verb	35000	32721	1	词典词
zouguoqu	走过去	modern-vocab-audit-p2: frag-verb	30000	0	0	常用趋向补
zoushangzhenggui	走上正轨	modern-vocab-audit-p2: frag-verb	30000	11697	0	常用惯用语
zuichi	最迟	modern-vocab-audit-p2: frag-grammar	30000	17380	0	常用副词真词
zuikaishi	最开始	modern-vocab-audit-p2: frag-grammar	30000	0	0	口语常用起初义
zuocheng	做成	modern-vocab-audit-p2: frag-verb	30000	30283	0	常用动词
zuofeiji	坐飞机	modern-vocab-audit-p2: frag-verb	30000	23813	0	经典动宾单位
zuohao	做好	modern-vocab-audit-p2: frag-verb	35000	37788	0	高频动补
zuohuoche	坐火车	modern-vocab-audit-p2: frag-verb	30000	23798	0	常用口语单位
zuoxialai	坐下来	modern-vocab-audit-p2: frag-verb	30000	0	0	口语常用单位
zuzhihua	组织化	modern-vocab-audit-p2: frag-np	30000	7591	0	常用词
