delete_code	word	freq	why
zhuanshanglai	传上来	14261	传:chuan->zhuan del-wrong
zuilise	嘴里塞	14252	塞:sai->se del-wrong
zhengfadai	政法大	14243	大:da->dai del-wrong
yiliangmo	一两万	14229	万:wan->mo del-wrong
geyue	歌乐	14224	乐:le->yue del-wrong
daiji	大记	14212	大:da->dai del-wrong
seke	塞克	14208	塞:sai->se del-wrong
shenshoubuxian	伸手不见	14203	见:jian->xian del-wrong
daiguan	大管	14202	大:da->dai del-wrong
daibuxiangtong	大不相同	14193	大:da->dai del-wrong
zhuanchuqu	传出去	14187	传:chuan->zhuan del-wrong
moqiu	没球	14182	没:mei->mo del-wrong
daibao	大堡	14171	大:da->dai del-wrong
yuanqidaishang	元气大伤	14161	大:da->dai del-wrong
moshen	没神	14151	没:mei->mo del-wrong
xiaowujiandai	小巫见大	14143	大:da->dai del-wrong
xiaowuxianda	小巫见大	14143	见:jian->xian del-wrong
xiaowuxiandai	小巫见大	14143	见:jian->xian del-wrong
daidi	大弟	14141	大:da->dai del-wrong
yibaiduomo	一百多万	14141	万:wan->mo del-wrong
lahui	落灰	14128	落:luo->la del-wrong
manqi	埋起	14118	埋:mai->man del-wrong
kuaizhong	会种	14103	会:hui->kuai del-wrong
daihao	大豪	14099	大:da->dai del-wrong
sezhu	塞住	14093	塞:sai->se del-wrong
mayou	抹油	14091	抹:mo->ma del-wrong
daiwu	大屋	14088	大:da->dai del-wrong
daitaosha	大逃杀	14083	大:da->dai del-wrong
daidunan	大肚腩	14080	大:da->dai del-wrong
daifandian	大饭店	14065	大:da->dai del-wrong
daijuhui	大聚会	14049	大:da->dai del-wrong
huashuai	化率	14045	率:lv->shuai del-wrong
huakuai	画会	14036	会:hui->kuai del-wrong
moqin	没亲	14036	没:mei->mo del-wrong
daishao	大勺	14032	大:da->dai del-wrong
daichun	大春	14007	大:da->dai del-wrong
daiduo	大朵	14002	大:da->dai del-wrong
yuesi	乐死	14001	乐:le->yue del-wrong
shandai	汕大	13993	大:da->dai del-wrong
huchihaise	胡吃海塞	13989	塞:sai->se del-wrong
xianjianmian	见见面	13989	见:jian->xian del-wrong
moce	没测	13989	没:mei->mo del-wrong
dainaotiangong	大闹天宫	13975	大:da->dai del-wrong
beikuai	背会	13965	会:hui->kuai del-wrong
moliang	没量	13965	没:mei->mo del-wrong
modengwo	没等我	13942	没:mei->mo del-wrong
moguang	没光	13941	没:mei->mo del-wrong
kandaitu	看大图	13934	大:da->dai del-wrong
manqilai	埋起来	13926	埋:mai->man del-wrong
cankuai	参会	13919	会:hui->kuai del-wrong
daijingang	大金刚	13918	大:da->dai del-wrong
zikuo	自适	13914	适:shi->kuo del-wrong
linjue	麟角	13905	角:jiao->jue del-wrong
daizhaimen	大宅门	13895	大:da->dai del-wrong
daiboluo	大菠萝	13891	大:da->dai del-wrong
yandai	烟大	13890	大:da->dai del-wrong
kuaikuo	快适	13888	适:shi->kuo del-wrong
moduoyuan	没多远	13882	没:mei->mo del-wrong
shuaibing	率兵	13881	率:lv->shuai del-wrong
xiazhuan	下传	13879	传:chuan->zhuan del-wrong
zhuanxiaqu	传下去	13861	传:chuan->zhuan del-wrong
daihangqidao	大行其道	13851	大:da->dai del-wrong
daixingqidao	大行其道	13851	大:da->dai del-wrong
manjin	埋进	13848	埋:mai->man del-wrong
huansongkuai	欢送会	13842	会:hui->kuai del-wrong
xiejue	斜角	13841	角:jiao->jue del-wrong
xiankuai	先会	13839	会:hui->kuai del-wrong
zhuande	传得	13837	传:chuan->zhuan del-wrong
zhuandei	传得	13837	传:chuan->zhuan del-wrong
xiangxian	详见	13837	见:jian->xian del-wrong
daisha	大鲨	13810	大:da->dai del-wrong
kangdai	抗大	13791	大:da->dai del-wrong
yuankuai	缘会	13779	会:hui->kuai del-wrong
zhangbei	长臂	13765	臂:bi->bei del-wrong
xiaobei	小臂	13763	臂:bi->bei del-wrong
zhuane	传讹	13759	传:chuan->zhuan del-wrong
maping	抹平	13744	抹:mo->ma del-wrong
zhuankan	传看	13738	传:chuan->zhuan del-wrong
mojin	万斤	13729	万:wan->mo del-wrong
daitao	大套	13699	大:da->dai del-wrong
nanduhendai	难度很大	13696	大:da->dai del-wrong
daxiaopian	大小便	13694	便:bian->pian del-wrong
daipian	大篇	13690	大:da->dai del-wrong
zengzhangshuai	增长率	13690	率:lv->shuai del-wrong
danghuozhengfu	党和政府	13672	和:he->huo del-wrong
quanguorendachangweikuai	全国人大常委会	13671	会:hui->kuai del-wrong
daikuai	带会	13665	会:hui->kuai del-wrong
zhuandian	传电	13662	传:chuan->zhuan del-wrong
guangjuejing	广角镜	13658	角:jiao->jue del-wrong
kaoshie	考试哦	13658	哦:o->e del-wrong
moci	没词	13658	没:mei->mo del-wrong
meilianmopi	没脸没皮	13658	没:mei->mo del-wrong
jueqian	角钱	13644	角:jiao->jue del-wrong
zuidaizhi	最大值	13637	大:da->dai del-wrong
haide	咳得	13630	咳:ke->hai del-wrong
haidei	咳得	13630	咳:ke->hai del-wrong
mozhile	没治了	13630	没:mei->mo del-wrong
mozhiliao	没治了	13630	没:mei->mo del-wrong
kuaiqing	会庆	13619	会:hui->kuai del-wrong
lamei	落梅	13604	落:luo->la del-wrong
daidupi	大肚皮	13581	大:da->dai del-wrong
beidaiqinghua	北大清华	13575	大:da->dai del-wrong
yimozhong	一万种	13571	万:wan->mo del-wrong
daiyu	大渔	13558	大:da->dai del-wrong
motao	没讨	13546	没:mei->mo del-wrong
yimoliuqian	一万六千	13536	万:wan->mo del-wrong
moling	万零	13531	万:wan->mo del-wrong
daiyunhui	大运会	13523	大:da->dai del-wrong
daiyunkuai	大运会	13523	大:da->dai del-wrong
dayunkuai	大运会	13523	会:hui->kuai del-wrong
sekesi	塞克斯	13513	塞:sai->se del-wrong
kuofeng	适逢	13507	适:shi->kuo del-wrong
liangdaizeng	量大增	13498	大:da->dai del-wrong
jiaman	加埋	13495	埋:mai->man del-wrong
duoma	多抹	13489	抹:mo->ma del-wrong
liaodai	辽大	13489	大:da->dai del-wrong
lixinhuan	李寻欢	13489	寻:xun->xin del-wrong
mayao	抹药	13489	抹:mo->ma del-wrong
yujiaoyuyue	寓教于乐	13477	乐:le->yue del-wrong
ershiwumo	二十五万	13475	万:wan->mo del-wrong
ershidai	二十大	13472	大:da->dai del-wrong
junyidai	军医大	13469	大:da->dai del-wrong
kuohun	适婚	13447	适:shi->kuo del-wrong
huanjue	换角	13446	角:jiao->jue del-wrong
moxiang	没向	13436	没:mei->mo del-wrong
zhuanshangqu	传上去	13430	传:chuan->zhuan del-wrong
huohuase	火花塞	13411	塞:sai->se del-wrong
daibianju	大变局	13406	大:da->dai del-wrong
daibian	大边	13398	大:da->dai del-wrong
diaodaiyu	钓大鱼	13366	大:da->dai del-wrong
daishu	大鼠	13360	大:da->dai del-wrong
daiyeban	大夜班	13355	大:da->dai del-wrong
cujinkuai	促进会	13354	会:hui->kuai del-wrong
liangsanmo	两三万	13352	万:wan->mo del-wrong
mikuai	密会	13348	会:hui->kuai del-wrong
tingkuai	停会	13329	会:hui->kuai del-wrong
baogaokuai	报告会	13323	会:hui->kuai del-wrong
liankuai	联会	13322	会:hui->kuai del-wrong
tongmengkuai	同盟会	13311	会:hui->kuai del-wrong
shisanmo	十三万	13310	万:wan->mo del-wrong
chenxin	陈寻	13308	寻:xun->xin del-wrong
dongbeijue	东北角	13302	角:jiao->jue del-wrong
yimoyi	一万亿	13290	万:wan->mo del-wrong
shisimo	十四万	13285	万:wan->mo del-wrong
nanguaikuai	难怪会	13282	会:hui->kuai del-wrong
tuiyimo	退一万	13282	万:wan->mo del-wrong
shidaifuzhong	师大附中	13280	大:da->dai del-wrong
suinipian	随你便	13277	便:bian->pian del-wrong
kuaidong	会东	13271	会:hui->kuai del-wrong
daiyuan	大元	13255	大:da->dai del-wrong
chuanzhuan	川传	13252	传:chuan->zhuan del-wrong
daiao	大袄	13245	大:da->dai del-wrong
mozhiqi	没志气	13245	没:mei->mo del-wrong
sesheer	塞舌尔	13241	塞:sai->se del-wrong
qiansuoweixian	前所未见	13225	见:jian->xian del-wrong
moguqi	没骨气	13212	没:mei->mo del-wrong
fugaishuai	覆盖率	13204	率:lv->shuai del-wrong
mofen	没份	13202	没:mei->mo del-wrong
baojiaobaokuai	包教包会	13180	会:hui->kuai del-wrong
daidangjia	大当家	13179	大:da->dai del-wrong
leila	泪落	13171	落:luo->la del-wrong
daipailiang	大排量	13165	大:da->dai del-wrong
wawadaiku	哇哇大哭	13161	大:da->dai del-wrong
daigang	大缸	13147	大:da->dai del-wrong
sebandao	塞班岛	13144	塞:sai->se del-wrong
xinanjue	西南角	13141	角:jiao->jue del-wrong
kuaizi	会子	13136	会:hui->kuai del-wrong
houdai	厚大	13124	大:da->dai del-wrong
daixide	大溪地	13114	大:da->dai del-wrong
daixidi	大溪地	13114	大:da->dai del-wrong
zhezhuan	浙传	13113	传:chuan->zhuan del-wrong
mochao	没炒	13079	没:mei->mo del-wrong
zhuanshu	传书	13068	传:chuan->zhuan del-wrong
zhanshikuai	展示会	13058	会:hui->kuai del-wrong
jiadaikong	假大空	13053	大:da->dai del-wrong
daiyawan	大亚湾	13046	大:da->dai del-wrong
daisanba	大三巴	13036	大:da->dai del-wrong
xianjiaodai	西安交大	13036	大:da->dai del-wrong
xianchu	见出	13030	见:jian->xian del-wrong
chuila	吹落	13024	落:luo->la del-wrong
daibi	大比	13019	大:da->dai del-wrong
daiyandai	大眼袋	13010	大:da->dai del-wrong
daihan	大旱	13002	大:da->dai del-wrong
daibianyang	大变样	12991	大:da->dai del-wrong
zhongxian	重见	12986	见:jian->xian del-wrong
lingkuaidao	领会到	12978	会:hui->kuai del-wrong
daizhu	大珠	12953	大:da->dai del-wrong
juemei	角美	12953	角:jiao->jue del-wrong
daikuaiduoyi	大快朵颐	12945	大:da->dai del-wrong
huoxiaohong	和小红	12939	和:he->huo del-wrong
couhuo	凑和	12938	和:he->huo del-wrong
sezu	塞族	12924	塞:sai->se del-wrong
daiyuan	大源	12912	大:da->dai del-wrong
daizhu	大竹	12907	大:da->dai del-wrong
xinzu	寻租	12905	寻:xun->xin del-wrong
modanghuishi	没当回事	12903	没:mei->mo del-wrong
wucankuai	午餐会	12901	会:hui->kuai del-wrong
ganjie	柑桔	12898	桔:ju->jie del-wrong
fashengshuai	发生率	12888	率:lv->shuai del-wrong
huanyingkuai	欢迎会	12888	会:hui->kuai del-wrong
feidai	匪大	12886	大:da->dai del-wrong
daichaoyijia	大吵一架	12882	大:da->dai del-wrong
dailiangshan	大凉山	12866	大:da->dai del-wrong
liangmokuai	两万块	12866	万:wan->mo del-wrong
ermowuqian	二万五千	12861	万:wan->mo del-wrong
daiqiang	大枪	12853	大:da->dai del-wrong
zhujiajue	朱家角	12845	角:jiao->jue del-wrong
moju	万句	12830	万:wan->mo del-wrong
lianxikuai	联席会	12825	会:hui->kuai del-wrong
sidailingelei	斯大林格勒	12824	大:da->dai del-wrong
daidiao	大雕	12810	大:da->dai del-wrong
daimang	大蟒	12810	大:da->dai del-wrong
liangjue	两角	12802	角:jiao->jue del-wrong
xinxin	寻衅	12800	寻:xun->xin del-wrong
daiwan	大湾	12793	大:da->dai del-wrong
xianzhuang	见状	12782	见:jian->xian del-wrong
daiwei	大位	12777	大:da->dai del-wrong
kuopeiqi	适配器	12758	适:shi->kuo del-wrong
daijin	大锦	12745	大:da->dai del-wrong
moji	万几	12736	万:wan->mo del-wrong
daidu	大赌	12726	大:da->dai del-wrong
daijiean	大劫案	12724	大:da->dai del-wrong
bianbianjiaojue	边边角角	12715	角:jiao->jue del-wrong
diaoshuai	掉率	12713	率:lv->shuai del-wrong
lingxin	另寻	12691	寻:xun->xin del-wrong
daicang	大仓	12683	大:da->dai del-wrong
daichang	大昌	12659	大:da->dai del-wrong
moyuanhu	万元户	12658	万:wan->mo del-wrong
guojiadaijuyuan	国家大剧院	12652	大:da->dai del-wrong
daizuo	大佐	12641	大:da->dai del-wrong
xinanjiaodai	西南交大	12638	大:da->dai del-wrong
dongyuankuai	动员会	12627	会:hui->kuai del-wrong
motou	万头	12624	万:wan->mo del-wrong
lepai	肋排	12612	肋:le->lei REVERSED del-prim
daiyingbowuguan	大英博物馆	12610	大:da->dai del-wrong
xibeijue	西北角	12610	角:jiao->jue del-wrong
mofen	万份	12604	万:wan->mo del-wrong
xiadaili	下大力	12603	大:da->dai del-wrong
fukuai	妇会	12596	会:hui->kuai del-wrong
shouman	收埋	12596	埋:mai->man del-wrong
moshi	没使	12595	没:mei->mo del-wrong
anjue	暗角	12592	角:jiao->jue del-wrong
daiyali	大鸭梨	12591	大:da->dai del-wrong
daibuyiyang	大不一样	12586	大:da->dai del-wrong
shiliumo	十六万	12577	万:wan->mo del-wrong
chaola	潮落	12575	落:luo->la del-wrong
maose	茅塞	12569	塞:sai->se del-wrong
yuanjue	圆角	12569	角:jiao->jue del-wrong
sansimo	三四万	12568	万:wan->mo del-wrong
zongjiekuai	总结会	12568	会:hui->kuai del-wrong
shangbei	上臂	12556	臂:bi->bei del-wrong
mozhehuishi	没这回事	12550	没:mei->mo del-wrong
kuaishichang	会时常	12534	会:hui->kuai del-wrong
mochengxiang	没成想	12526	没:mei->mo del-wrong
yuman	预埋	12520	埋:mai->man del-wrong
yimobaqian	一万八千	12512	万:wan->mo del-wrong
jizhuan	际传	12501	传:chuan->zhuan del-wrong
zhizhuan	直传	12500	传:chuan->zhuan del-wrong
daipo	大坡	12487	大:da->dai del-wrong
daisi	大寺	12480	大:da->dai del-wrong
daidan	大丹	12474	大:da->dai del-wrong
mianjue	面角	12466	角:jiao->jue del-wrong
motingdaoguo	没听到过	12464	没:mei->mo del-wrong
qinxian	亲见	12462	见:jian->xian del-wrong
gongjikuai	共济会	12457	会:hui->kuai del-wrong
jiase	加塞	12456	塞:sai->se del-wrong
kese	克塞	12455	塞:sai->se del-wrong
shanghaijiaodai	上海交大	12454	大:da->dai del-wrong
moshuodao	没说到	12446	没:mei->mo del-wrong
chongdai	宠大	12444	大:da->dai del-wrong
gaopinshuai	高频率	12422	率:lv->shuai del-wrong
daitun	大屯	12419	大:da->dai del-wrong
zhaxian	乍见	12415	见:jian->xian del-wrong
daihoudajiao	大吼大叫	12412	大:da->dai del-wrong
motao	没套	12412	没:mei->mo del-wrong
yuxin	于寻	12407	寻:xun->xin del-wrong
moci	没刺	12390	没:mei->mo del-wrong
jueting	角亭	12384	角:jiao->jue del-wrong
moliang	万辆	12380	万:wan->mo del-wrong
qingchexiandi	清澈见底	12380	见:jian->xian del-wrong
jianjue	尖角	12377	角:jiao->jue del-wrong
suanjue	酸角	12375	角:jiao->jue del-wrong
moce	万册	12371	万:wan->mo del-wrong
mopiao	万票	12368	万:wan->mo del-wrong
xinwu	寻乌	12362	寻:xun->xin del-wrong
zhunbeikuai	准备会	12351	会:hui->kuai del-wrong
daishi	大士	12349	大:da->dai del-wrong
daihuan	大患	12342	大:da->dai del-wrong
qingganlong	清乾隆	12341	乾:qian->gan del-wrong
daimali	大马力	12336	大:da->dai del-wrong
daijia	大甲	12333	大:da->dai del-wrong
diandaiqike	店大欺客	12333	大:da->dai del-wrong
duzoukuai	独奏会	12330	会:hui->kuai del-wrong
mojian	万件	12329	万:wan->mo del-wrong
daipengche	大篷车	12325	大:da->dai del-wrong
renrenyue	人人乐	12324	乐:le->yue del-wrong
daiyao	大姚	12316	大:da->dai del-wrong
molv	万缕	12312	万:wan->mo del-wrong
cangzhuan	藏传	12311	传:chuan->zhuan del-wrong
huayingangla	话音刚落	12307	落:luo->la del-wrong
xinmo	寻摸	12284	寻:xun->xin del-wrong
daipianfu	大篇幅	12283	大:da->dai del-wrong
huzhuan	互传	12280	传:chuan->zhuan del-wrong
daipan	大盘	12278	大:da->dai del-wrong
bangongdailou	办公大楼	12270	大:da->dai del-wrong
canaokuai	残奥会	12270	会:hui->kuai del-wrong
yuehuaile	乐坏了	12237	乐:le->yue del-wrong
yuehuailiao	乐坏了	12237	乐:le->yue del-wrong
daishewan	大蛇丸	12231	大:da->dai del-wrong
daikang	大康	12225	大:da->dai del-wrong
daidaobaoyu	大到暴雨	12223	大:da->dai del-wrong
zhuanguolai	传过来	12220	传:chuan->zhuan del-wrong
keyemo	可也没	12215	没:mei->mo del-wrong
yourongnaidai	有容乃大	12209	大:da->dai del-wrong
seerda	塞尔达	12207	塞:sai->se del-wrong
daidieyanjing	大跌眼镜	12199	大:da->dai del-wrong
ganlongdi	乾隆帝	12199	乾:qian->gan del-wrong
zhanyoushuai	占有率	12194	率:lv->shuai del-wrong
daiping	大坪	12191	大:da->dai del-wrong
daiwanglu	大望路	12189	大:da->dai del-wrong
daiyongchu	大用处	12189	大:da->dai del-wrong
shibikuai	势必会	12180	会:hui->kuai del-wrong
yihuxinchang	异乎寻常	12172	寻:xun->xin del-wrong
yuepingren	乐评人	12158	乐:le->yue del-wrong
gongbukemo	功不可没	12156	没:mei->mo del-wrong
mazui	抹嘴	12147	抹:mo->ma del-wrong
shuyoukuai	书友会	12146	会:hui->kuai del-wrong
semu	塞姆	12145	塞:sai->se del-wrong
zhuangdaiyun	撞大运	12145	大:da->dai del-wrong
liangmobu	两万步	12140	万:wan->mo del-wrong
mobakuai	万把块	12140	万:wan->mo del-wrong
xiangchataidai	相差太大	12140	大:da->dai del-wrong
selaliang	塞拉利昂	12134	塞:sai->se del-wrong
shiyidai	十一大	12133	大:da->dai del-wrong
zhuanxiao	传销	12113	传:chuan->zhuan del-wrong
mocang	没藏	12112	没:mei->mo del-wrong
yimoju	一万句	12111	万:wan->mo del-wrong
chidaikui	吃大亏	12108	大:da->dai del-wrong
huizhuan	回传	12105	传:chuan->zhuan del-wrong
daixian	大县	12099	大:da->dai del-wrong
daishengchan	大生产	12094	大:da->dai del-wrong
dainanmen	大南门	12090	大:da->dai del-wrong
daiyandeng	大眼瞪	12090	大:da->dai del-wrong
luanzhuan	乱传	12090	传:chuan->zhuan del-wrong
jiaoyikuai	交易会	12077	会:hui->kuai del-wrong
houtianxiazhileeryue	后天下之乐而乐	12075	乐:le->yue del-wrong
houtianxiazhiyueerle	后天下之乐而乐	12075	乐:le->yue del-wrong
houtianxiazhiyueeryue	后天下之乐而乐	12075	乐:le->yue del-wrong
shadie	沙嗲	12071	嗲:die->dia REVERSED del-prim
daibaokoufu	大饱口福	12067	大:da->dai del-wrong
daifutigao	大幅提高	12063	大:da->dai del-wrong
daijiu	大久	12051	大:da->dai del-wrong
shuaireng	率仍	12049	率:lv->shuai del-wrong
taitoubujianditouxian	抬头不见低头见	12039	见:jian->xian del-wrong
daiji	大祭	12011	大:da->dai del-wrong
fangshengdaiku	放声大哭	12009	大:da->dai del-wrong
mae	抹额	12002	抹:mo->ma del-wrong
ditoubujiantaitouxian	低头不见抬头见	11991	见:jian->xian del-wrong
huoheqiqi	和和气气	11991	和:he->huo del-wrong
sanmokuai	三万块	11987	万:wan->mo del-wrong
lahai	落海	11969	落:luo->la del-wrong
yijiadudai	一家独大	11962	大:da->dai del-wrong
simoduo	四万多	11956	万:wan->mo del-wrong
shihuan	似幻	11951	似:shi->si REVERSED del-prim
kuyue	苦乐	11946	乐:le->yue del-wrong
daitexie	大特写	11938	大:da->dai del-wrong
daiquan	大泉	11926	大:da->dai del-wrong
mobianbuli	万变不离	11925	万:wan->mo del-wrong
seerweiyaren	塞尔维亚人	11925	塞:sai->se del-wrong
pianqi	便器	11902	便:bian->pian del-wrong
dainongchang	大农场	11901	大:da->dai del-wrong
zhongyue	中乐	11901	乐:le->yue del-wrong
seweiliya	塞维利亚	11898	塞:sai->se del-wrong
xinfang	寻访	11887	寻:xun->xin del-wrong
daimiao	大庙	11886	大:da->dai del-wrong
bianlunkuai	辩论会	11880	会:hui->kuai del-wrong
kuaigou	会够	11880	会:hui->kuai del-wrong
wumoduo	五万多	11863	万:wan->mo del-wrong
zaocankuai	早餐会	11847	会:hui->kuai del-wrong
kuozheshengcun	适者生存	11844	适:shi->kuo del-wrong
juetou	角头	11839	角:jiao->jue del-wrong
shengne	声呐	11835	呐:na->ne del-wrong
daiyuer	大玉儿	11829	大:da->dai del-wrong
yuechao	乐巢	11824	乐:le->yue del-wrong
xianrong	见容	11819	见:jian->xian del-wrong
tuman	土埋	11817	埋:mai->man del-wrong
daimu	大姆	11811	大:da->dai del-wrong
daiyuchi	大鱼吃	11788	大:da->dai del-wrong
shuaxinshuai	刷新率	11780	率:lv->shuai del-wrong
yibaimoge	一百万个	11776	万:wan->mo del-wrong
xuanbei	悬臂	11774	臂:bi->bei del-wrong
daiding	大顶	11772	大:da->dai del-wrong
jimoge	几万个	11772	万:wan->mo del-wrong
jingtiandai	惊天大	11769	大:da->dai del-wrong
doushuokuai	都说会	11768	会:hui->kuai del-wrong
haixing	咳醒	11768	咳:ke->hai del-wrong
mofenkai	没分开	11768	没:mei->mo del-wrong
huohemumu	和和睦睦	11766	和:he->huo del-wrong
mayun	抹匀	11766	抹:mo->ma del-wrong
wuliumo	五六万	11764	万:wan->mo del-wrong
mijie	蜜桔	11749	桔:ju->jie del-wrong
zhuanyin	传音	11747	传:chuan->zhuan del-wrong
daishizi	大十字	11747	大:da->dai del-wrong
mande	埋得	11747	埋:mai->man del-wrong
mandei	埋得	11747	埋:mai->man del-wrong
guojiaoweikuai	国际奥委会	11744	会:hui->kuai del-wrong
daifu	大父	11742	大:da->dai del-wrong
shenkelingkuai	深刻领会	11735	会:hui->kuai del-wrong
moding	没顶	11722	没:mei->mo del-wrong
chuanzhuan	传传	11711	传:chuan->zhuan del-wrong
zhuanchuan	传传	11711	传:chuan->zhuan del-wrong
zhuanzhuan	传传	11711	传:chuan->zhuan del-wrong
zheshidai	浙师大	11710	大:da->dai del-wrong
mobao	万包	11704	万:wan->mo del-wrong
daijiangtang	大讲堂	11703	大:da->dai del-wrong
selasi	塞拉斯	11699	塞:sai->se del-wrong
dubei	独臂	11683	臂:bi->bei del-wrong
shumoren	数万人	11671	万:wan->mo del-wrong
lvxian	屡见	11667	见:jian->xian del-wrong
ershiduomo	二十多万	11659	万:wan->mo del-wrong
dailexie	大了些	11651	大:da->dai del-wrong
dailiaoxie	大了些	11651	大:da->dai del-wrong
neiyanjue	内眼角	11651	角:jiao->jue del-wrong
zhengweiyuankuai	政委员会	11649	会:hui->kuai del-wrong
daiyangge	大秧歌	11643	大:da->dai del-wrong
tongzhikuai	同志会	11643	会:hui->kuai del-wrong
moduokuai	万多块	11636	万:wan->mo del-wrong
kuodakuai	扩大会	11634	会:hui->kuai del-wrong
modui	万对	11634	万:wan->mo del-wrong
baseer	巴塞尔	11628	塞:sai->se del-wrong
suozhuan	所传	11605	传:chuan->zhuan del-wrong
daizhong	大种	11600	大:da->dai del-wrong
yinmo	隐没	11596	没:mei->mo del-wrong
feibixinchang	非比寻常	11594	寻:xun->xin del-wrong
shukuogan	舒适感	11591	适:shi->kuo del-wrong
gaofenbianshuai	高分辨率	11588	率:lv->shuai del-wrong
liumokuai	六万块	11579	万:wan->mo del-wrong
zhuanwei	传位	11575	传:chuan->zhuan del-wrong
yiqianduomo	一千多万	11573	万:wan->mo del-wrong
sanmoren	三万人	11572	万:wan->mo del-wrong
zhuanxin	传信	11571	传:chuan->zhuan del-wrong
suoxianji	所见即	11569	见:jian->xian del-wrong
guanghuore	光和热	11564	和:he->huo del-wrong
beigongdai	北工大	11561	大:da->dai del-wrong
daikaishajie	大开杀戒	11561	大:da->dai del-wrong
pianchengren	便成仁	11550	便:bian->pian del-wrong
daishouhuanying	大受欢迎	11550	大:da->dai del-wrong
kuaiting	会厅	11533	会:hui->kuai del-wrong
shuaiji	率及	11524	率:lv->shuai del-wrong
daigai	大盖	11517	大:da->dai del-wrong
feizhuan	妃传	11517	传:chuan->zhuan del-wrong
yimozhang	一万张	11513	万:wan->mo del-wrong
zhijiagedai	芝加哥大	11509	大:da->dai del-wrong
daizheng	大征	11501	大:da->dai del-wrong
mowang	万网	11495	万:wan->mo del-wrong
runmo	润万	11493	万:wan->mo del-wrong
shibieshuai	识别率	11493	率:lv->shuai del-wrong
wuxian	吾见	11487	见:jian->xian del-wrong
qingman	请埋	11464	埋:mai->man del-wrong
tiexin	贴寻	11464	寻:xun->xin del-wrong
daizhu	大柱	11448	大:da->dai del-wrong
xianzhaochaizhao	见招拆招	11448	见:jian->xian del-wrong
chijiaodaixian	赤脚大仙	11444	大:da->dai del-wrong
lidaiyubi	利大于弊	11444	大:da->dai del-wrong
mabudiao	抹不掉	11444	抹:mo->ma del-wrong
tingcun	町村	11441	町:ting->ding REVERSED del-prim
shukuoxing	舒适性	11431	适:shi->kuo del-wrong
kuaitian	会填	11429	会:hui->kuai del-wrong
sete	塞特	11421	塞:sai->se del-wrong
kuokou	适口	11420	适:shi->kuo del-wrong
kelianxian	可怜见	11416	见:jian->xian del-wrong
duse	杜塞	11412	塞:sai->se del-wrong
feigezhuanshu	飞鸽传书	11399	传:chuan->zhuan del-wrong
yueman	约埋	11399	埋:mai->man del-wrong
liangdailei	两大类	11390	大:da->dai del-wrong
daishiqiao	大石桥	11385	大:da->dai del-wrong
daiwa	大洼	11372	大:da->dai del-wrong
huopai	和牌	11370	和:he->huo del-wrong
huoaozhou	和澳洲	11369	和:he->huo del-wrong
daisuo	大索	11366	大:da->dai del-wrong
maiman	埋埋	11365	埋:mai->man del-wrong
manmai	埋埋	11365	埋:mai->man del-wrong
manman	埋埋	11365	埋:mai->man del-wrong
nongma	浓抹	11365	抹:mo->ma del-wrong
sede	塞德	11365	塞:sai->se del-wrong
changxianbing	常见病	11342	见:jian->xian del-wrong
laman	拉埋	11342	埋:mai->man del-wrong
tongshengzhuan	同声传	11342	传:chuan->zhuan del-wrong
wuhouweidai	无后为大	11342	大:da->dai del-wrong
dagongshuai	大功率	11340	率:lv->shuai del-wrong
daibanshi	大阪市	11336	大:da->dai del-wrong
daihu	大壶	11332	大:da->dai del-wrong
majin	抹金	11332	抹:mo->ma del-wrong
yimosanqian	一万三千	11325	万:wan->mo del-wrong
yizhuanshi	一传十	11320	传:chuan->zhuan del-wrong
yimoqiqian	一万七千	11320	万:wan->mo del-wrong
duonuomo	多诺万	11314	万:wan->mo del-wrong
daiximen	大西门	11307	大:da->dai del-wrong
youxiaodaodai	由小到大	11300	大:da->dai del-wrong
baidai	百大	11292	大:da->dai del-wrong
moguiju	没规矩	11280	没:mei->mo del-wrong
daishu	大输	11268	大:da->dai del-wrong
ganlongnianjian	乾隆年间	11267	乾:qian->gan del-wrong
faxian	发见	11266	见:jian->xian del-wrong
daibiaomei	大表妹	11263	大:da->dai del-wrong
sie	死哦	11263	哦:o->e del-wrong
xianjue	线角	11259	角:jiao->jue del-wrong
daizhalan	大栅栏	11254	大:da->dai del-wrong
nanjingdaitusha	南京大屠杀	11249	大:da->dai del-wrong
shounaokuai	首脑会	11240	会:hui->kuai del-wrong
chaoqichaola	潮起潮落	11228	落:luo->la del-wrong
liangmoren	两万人	11216	万:wan->mo del-wrong
lase	拉塞	11213	塞:sai->se del-wrong
lianhuanwankuai	联欢晚会	11211	会:hui->kuai del-wrong
wajue	挖角	11206	角:jiao->jue del-wrong
kuoshide	适时地	11197	适:shi->kuo del-wrong
kuoshidi	适时地	11197	适:shi->kuo del-wrong
waseer	瓦塞尔	11194	塞:sai->se del-wrong
daike	大棵	11193	大:da->dai del-wrong
yimozuoyou	一万左右	11193	万:wan->mo del-wrong
huifushuai	回复率	11192	率:lv->shuai del-wrong
yiyue	怡乐	11192	乐:le->yue del-wrong
daitang	大塘	11191	大:da->dai del-wrong
xieshuai	斜率	11191	率:lv->shuai del-wrong
qinshuai	亲率	11190	率:lv->shuai del-wrong
duomoyuan	多万元	11158	万:wan->mo del-wrong
