# code	word	v1_freq	reason
tiehuayingou	铁画银钩	4422	标准成语
tongyunmibu	彤云密布	4422	标准成语
toutongnaore	头痛脑热	4422	标准成语
tuokouchengzhang	脱口成章	4422	成语词典词条
tutanshengling	涂炭生灵	4422	成语（生灵涂炭同源词条）
wanererxiao	莞尔而笑	4422	标准成语，全拼正确
wangguozhiyin	亡国之音	4422	标准成语
wangnianzhihao	忘年之好	4422	成语词典词条（忘年之交同源）
wangzhanbiwei	忘战必危	4422	标准成语
wanshenghouxue	晚生后学	4422	成语词典词条
wanzhuanemei	宛转蛾眉	4422	标准成语，全拼正确
weibuqijiao	位不期骄	4422	典故成语（位不期骄禄不期侈）
weijingweiyi	惟精惟一	4422	典故成语
weishehuazu	为蛇画足	4422	成语（画蛇添足同源词条）
weishengbaozhu	尾生抱柱	4422	典故成语
wenqingbingmao	文情并茂	4422	成语词典词条
wudaonongqiang	舞刀弄枪	4422	标准成语
wumingshubei	无名鼠辈	4422	标准成语
wumingzhihuo	无名之火	4422	标准成语
nianzhuangqirui	年壮气锐	4422	词典成语
xiankeyouzhong	鲜克有终	4422	诗经典故成语拼音正确
xiaorangzhibie	霄壤之别	4422	标准成语拼音正确
xingchengyusi	行成于思	4422	韩愈典故成语拼音正确
xinjingdantiao	心惊胆跳	4422	成语正体拼音正确
xinxiangdaozhu	馨香祷祝	4422	标准成语拼音正确
xizhichengyan	希旨承颜	4422	标准成语拼音正确
xuezhaixuehuan	血债血还	4422	固定熟语拼音全正确
yanerxinhun	燕尔新婚	4422	成语正体拼音正确
yanruotaoli	艳若桃李	4422	标准成语拼音正确
yanyunguoyan	烟云过眼	4422	过眼烟云正体成语拼音正确
yaowurenyan	杳无人烟	4422	标准成语拼音正确
yigaodanda	艺高胆大	4422	俗成熟语拼音正确
yiguyijin	宜古宜今	4422	标准四字成语,拼音正确
yijingtixian	仪静体闲	4422	洛神赋典故成语,拼音正确
yijinweitui	以进为退	4422	标准四字成语
yijuliangquan	一举两全	4422	成语词典收录,拼音正确
yimaxinyuan	意马心猿	4422	标准成语(心猿意马倒装),拼音正确
yingdaruliu	应答如流	4422	标准四字成语
yinyushiyi	引喻失义	4422	出师表典故成语,拼音正确
yiqiyangyang	意气洋洋	4422	成语词典收录条目(意气扬扬异形)
yiqunzhicai	逸群之才	4422	标准四字成语
yiwuchangwu	一无长物	4422	标准成语,拼音正确
youfenglaiyi	有凤来仪	4422	尚书典故成语,拼音正确
youmuchenghuai	游目骋怀	4422	兰亭序典故成语,拼音正确
yuemuyuxin	悦目娱心	4422	标准四字成语
yugubingji	玉骨冰肌	4422	成语(冰肌玉骨倒装),拼音正确
yumiaojuelun	语妙绝伦	4422	标准四字成语
yutihengchen	玉体横陈	4422	李商隐典故成语,拼音正确
zhabaiyangshu	诈败佯输	4422	标准四字成语,拼音正确
zhenzhenyouci	振振有辞	4422	成语(振振有词异形),成语词典收录
zhijiexingfang	志洁行芳	4422	标准四字成语,拼音正确
zhikesimei	止渴思梅	4422	成语词典收录典故成语
zhushifangeng	筑室反耕	4422	左传典故成语,拼音正确
zuofuyoubi	左辅右弼	4422	标准四字成语,拼音正确
zuotuyoushu	左图右书	4422	标准四字成语,拼音正确
chuangyeweijian	创业维艰	4277	固定四字成语,拼音正确
feizhujianyu	飞珠溅玉	4277	标准四字成语,拼音正确
gongxinweishang	攻心为上	4277	孙子兵法典故成语,拼音正确
gurouzhiqing	骨肉之情	4277	成语词典收录固定四字
jinsijinzhong	进思尽忠	4277	孝经典故成语,拼音正确
nianlaoseshuai	年老色衰	4277	标准四字成语,拼音正确
yingxianerdao	应弦而倒	4277	标准四字典故成语,拼音正确
zihuichangcheng	自毁长城	4277	南史典故成语,拼音正确
liuchizhigu	六尺之孤	4193	典故成语(论语)
shengshengbuyi	生生不已	4193	固定四字熟语(周易/理学)
shuilubingjin	水陆并进	4193	标准成语
suanwuyice	算无遗策	4193	典故成语
xinerhaogu	信而好古	4193	典故成语(论语)
yongguansanjun	勇冠三军	4193	典故成语
kangkaichenci	慷慨陈辞	4172	标准成语(慷慨陈词异体)
qishiruhong	气势如虹	4172	固定四字成语
yiwuzaiwu	一误再误	4172	标准成语
youxinrufen	忧心如焚	4172	标准成语
anchaoxiongyong	暗潮汹涌	4131	固定四字熟语
babirulin	把臂入林	4131	典故成语
baijunzhijiang	败军之将	4131	典故成语
bamianweifeng	八面威风	4131	标准成语
beichangjianxin	备尝艰辛	4131	标准成语
biankoulici	辩口利辞	4131	典故成语
biluohuangquan	碧落黄泉	4131	典故成语(长恨歌)
bulufengmang	不露锋芒	4131	标准成语
bumouertong	不谋而同	4131	标准成语
buqianshi	不欺暗室	4131	典故成语
buzuweiping	不足为凭	4131	标准成语
canbaoburen	残暴不仁	4131	标准成语
cangzhimingshan	藏之名山	4131	典故成语(史记)
cazhimofen	擦脂抹粉	4131	标准成语
chengqunjiehuo	成群结伙	4131	标准成语
chibaichunhong	齿白唇红	4131	标准成语
cunhuyixin	存乎一心	4131	典故成语
dafahengcai	大发横财	4131	标准成语
daquanpangluo	大权旁落	4131	标准成语
dazhidayong	大智大勇	4131	标准成语
duanjingtuiyuan	断井颓垣	4131	标准成语
fanerbujiao	犯而不校	4131	典故成语(论语)
gongcheyanjia	宫车晏驾	4131	典故成语(史记)
guamuxiangdai	刮目相待	4131	典故成语
gujianqingshen	故剑情深	4131	典故成语(汉书)
haoyongdouhen	好勇斗狠	4131	典故成语(孟子)
huishandaohai	回山倒海	4131	标准成语
jiangxinduju	匠心独具	4131	标准成语(独具匠心异序)
jinzhongzhishou	尽忠职守	4131	固定四字成语
kangkaijiuyi	慷慨就义	4131	标准成语
lihebeihuan	离合悲欢	4131	标准成语(悲欢离合异序)
liliweiju	栗栗危惧	4131	典故成语(尚书)
longluorenxin	笼络人心	4131	固定熟语
luankanlanfa	乱砍滥伐	4131	固定四字熟语
lvtuzhibin	率土之滨	4131	诗经典故成语
moshouchengui	墨守陈规	4131	成语(墨守成规变体)
muguangyuanda	目光远大	4131	固定成语
muquzhaolai	暮去朝来	4131	典故成语
putiangaidi	扑天盖地	4131	成语(铺天盖地变体)
qianchekejian	前车可鉴	4131	成语
qimeijuan	齐眉举案	4131	成语(举案齐眉)
qingjingwuwei	清净无为	4131	成语(清静无为变体)
qixiazhanjin	泣下沾襟	4131	成语
quyichengren	取义成仁	4131	成语
rouzhongyougang	柔中有刚	4131	成语
shaosiguayu	少私寡欲	4131	成语(老子)
shengruhongzhong	声如洪钟	4131	成语
siwensaodi	斯文扫地	4131	成语
tangtanghuanghuang	堂堂皇皇	4131	AABB成语
tiandaohaohuan	天道好还	4131	成语
tianhuangguizhou	天潢贵胄	4131	成语
tingtailouxie	亭台楼榭	4131	固定成语
tongjintiegu	铜筋铁骨	4131	成语
toukuaijilian	头会箕敛	4131	成语(史记)
tucaihaiming	图财害命	4131	成语(谋财害命变体)
xiangshierdong	相时而动	4131	标准成语,全拼正确
xibuxianuan	席不暇暖	4131	典故成语,全拼正确
xingzhuzuowo	行住坐卧	4131	固定四字熟语(佛教四威仪),全拼正确
xinjinhuochuan	薪尽火传	4131	典故成语,全拼正确
xunzhangzhaiju	寻章摘句	4131	标准成语,全拼正确
xuwupiaomiao	虚无缥渺	4131	成语(虚无缥缈异写),全拼正确
yazizhiyuan	睚眦之怨	4131	典故成语,全拼正确
yebuchengmei	夜不成寐	4131	标准成语,全拼正确
yilaiyiwang	一来一往	4131	固定四字成语,全拼正确
yinrenzhiyi	因人制宜	4131	标准成语,全拼正确
yinshizhiyi	因事制宜	4131	标准成语,全拼正确
yiwangwubian	一望无边	4131	标准成语,全拼正确
yumantianxia	誉满天下	4131	标准成语,全拼正确
yunyanguoyan	云烟过眼	4131	成语(过眼云烟同源),全拼正确
yunyuwushan	云雨巫山	4131	典故成语,全拼正确
zhengshizhiyin	正始之音	4131	典故成语,全拼正确
zhizhibudai	知止不殆	4131	典故成语(老子),全拼正确
zhongnanjiejing	终南捷径	4131	典故成语,全拼正确
zhouyezhihuan	肘腋之患	4131	典故成语,全拼正确
zhuanyouweixi	转忧为喜	4131	标准成语,全拼正确
zilazichang	自拉自唱	4131	标准成语,全拼正确
baiguanyeshi	稗官野史	3861	标准成语,全拼正确
bukeshengji	不可胜记	3861	标准成语,全拼正确
buxigongben	不惜工本	3861	标准成语,全拼正确
buzhisuochu	不知所出	3861	标准成语,全拼正确
chishenluoti	赤身裸体	3861	标准成语,全拼正确
daizuiligong	戴罪立功	3861	标准成语,全拼正确
derensili	得人死力	3861	典故成语,全拼正确
dingzusanfen	鼎足三分	3861	典故成语,全拼正确
gaoyuzhidi	膏腴之地	3861	标准成语,全拼正确
gonggaozhenzhu	功高震主	3861	典故成语,全拼正确
jingwenweiwu	经文纬武	3861	标准成语,全拼正确
kongqianweiyou	空前未有	3861	标准成语,全拼正确
liaodizhisheng	料敌制胜	3861	标准成语,全拼正确
liyijunzhan	利益均沾	3861	标准成语,全拼正确
lizuweiwen	立足未稳	3861	标准成语,全拼正确
lvzhanlvsheng	屡战屡胜	3861	标准成语,全拼正确
mingshizhicai	命世之才	3861	典故成语,全拼正确
mociweishen	莫此为甚	3861	标准成语,全拼正确
pofushengming	颇负盛名	3861	标准成语,全拼正确
qijiyinqiao	奇技淫巧	3861	标准成语,全拼正确
shaqiqiujiang	杀妻求将	3861	典故成语(吴起)
shendaoshejiao	神道设教	3861	易经典故成语
shengsizhijiao	生死之交	3861	固定成语
sibuxuanzhong	死不旋踵	3861	典故成语
tianxiaweijia	天下为家	3861	礼记成语(帝位世袭)
wangmentouzhi	望门投止	3861	后汉书典故成语
wuruzhihe	无如之何	3861	成语(=无可奈何)
xingzhiyounian	行之有年	3861	固定四字熟语,拼音正确
xinshangbifa	信赏必罚	3861	典故成语(韩非子),拼音正确
dingguoanbang	定国安邦	3831	标准成语,拼音正确
fengweizhibao	奉为至宝	3831	标准成语,拼音正确
yinxungouqie	因循苟且	3831	标准成语,拼音正确
zebeihoushi	泽被后世	3831	标准成语,拼音正确
beiduolifen	备多力分	3686	典故成语,备多则力分
chaoqunchuzhong	超群出众	3686	固定四字成语
congkuanfaluo	从宽发落	3686	固定四字熟语
daodewenzhang	道德文章	3686	固定四字成语
emibayin	遏密八音	3686	典故成语(尚书)
fanpuguizhen	反朴归真	3686	返璞归真标准变体
gengminggaixing	更名改姓	3686	固定四字成语
guigenjiudi	归根究柢	3686	归根结柢标准成语
haofaweishang	毫发未伤	3686	固定四字成语
huaminchengsu	化民成俗	3686	典故成语(礼记)
jiayaomeijiu	佳肴美酒	3686	美酒佳肴固定熟语
jiazhihudao	家至户到	3686	固定四字成语
jieaobuxun	桀骜不逊	3686	桀骜不驯标准变体
junziguqiong	君子固穷	3686	典故成语(论语)
juximiyi	巨细靡遗	3686	固定四字成语
lijiuchangxin	历久常新	3686	历久弥新固定熟语
meiqihezi	梅妻鹤子	3686	典故成语(林逋)
mianrufufen	面如傅粉	3686	典故成语
nongqiaofanzhuo	弄巧反拙	3686	弄巧成拙常用变体
qichizhiqu	七尺之躯	3686	固定四字成语
qingxinjunyi	清新俊逸	3686	典故成语(杜甫评李白)
rushufenghuan	如数奉还	3686	固定四字熟语
shangzhixiayu	上智下愚	3686	典故成语(论语)
shirushuihuo	势如水火	3686	固定四字成语
shuzichengming	竖子成名	3686	典故成语(阮籍)
sifangzhizhi	四方之志	3686	典故成语(左传)
tianxiadubu	天下独步	3686	固定四字成语
tuhunaihe	徒呼奈何	3686	固定四字成语
wanggulaijin	往古来今	3686	古往今来标准变体
wanzhuandongting	婉转动听	3686	固定四字成语
wudaidangfeng	吴带当风	3686	典故成语(吴道子)
wufakexiang	无法可想	3686	固定四字成语
xiaguangwandao	霞光万道	3686	固定四字成语
yicundanxin	一寸丹心	3686	典故成语(陆游)
yifanzhide	一饭之德	3686	典故成语(史记)
yintianbiri	隐天蔽日	3686	固定四字成语
yiwenqushi	逸闻趣事	3686	轶闻趣事标准变体
yixinchuanxin	以心传心	3686	固定四字成语(佛教)
yuchuanchisu	鱼传尺素	3686	典故成语(书信)
zhuixinqixue	锥心泣血	3686	固定四字成语
zhuoerbuqun	卓而不群	3686	卓尔不群常用变体
baotouhuanyan	豹头环眼	3468	固定四字成语
beigekangkai	悲歌慷慨	3468	慷慨悲歌标准成语
benxiangbentu	本乡本土	3468	固定四字成语
bojiqunshu	博极群书	3468	典故成语
buzhiyiqian	不值一钱	3468	一钱不值固定成语
caomangyingxiong	草莽英雄	3468	固定四字成语
chenyuduncuo	沉郁顿挫	3468	固定四字成语(杜甫诗风)
chicunzhigong	尺寸之功	3468	典故成语(史记)
chuigongerzhi	垂拱而治	3468	典故成语,code正确
daiwuxuri	殆无虚日	3468	成语,code正确
danshutiequan	丹书铁券	3468	典故成语,code正确
deqisuozai	得其所哉	3468	成语,code正确
dingzuersan	鼎足而三	3468	成语,code正确
fuzhangdaxiao	抚掌大笑	3468	成语,code正确
gangeraorang	干戈扰攘	3468	成语,code正确
gaozhenerwo	高枕而卧	3468	成语,code正确
haitianyise	海天一色	3468	成语,code正确
hangwuchushen	行伍出身	3468	成语,code正确
jianruyuxia	箭如雨下	3468	成语,code正确
jingmingxingxiu	经明行修	3468	成语,code正确
jingpeimozuo	敬陪末座	3468	成语,code正确
kunshanzhiyu	昆山之玉	3468	典故成语,code正确
laoshixiyuan	劳师袭远	3468	成语,code正确
menshengguli	门生故吏	3468	成语,code正确
nianshenrijiu	年深日久	3468	成语,code正确
qianzaiyishi	千载一时	3468	成语,code正确
qinggemiaowu	清歌妙舞	3468	成语,code正确
qinshiqilu	秦失其鹿	3468	典故成语,code正确
qiucairuoke	求才若渴	3468	成语,code正确
rishenyiri	日甚一日	3468	成语,code正确
shanzhongzaixiang	山中宰相	3468	典故成语,code正确
shanzuoweifu	擅作威福	3468	成语,code正确
shenxianzhongren	神仙中人	3468	成语,code正确
shilichuanjia	诗礼传家	3468	成语,code正确
shiyangjianglang	使羊将狼	3468	成语,code正确
sibuzuxi	死不足惜	3468	标准成语,code 正确
tongshenggongsi	同生共死	3468	标准成语,code 正确
tuichongbeizhi	推崇备至	3468	标准成语,code 正确
wufangzachu	五方杂处	3468	标准成语,code 正确
wuyanchangcheng	五言长城	3468	典故成语(刘长卿),code 正确
xiangfanxiangcheng	相反相成	3468	标准成语,code 正确
xiaoguicaosui	萧规曹随	3468	典故成语,code 正确
yanwuxiuwen	偃武修文	3468	标准成语,code 正确
yidingzhigui	一定之规	3468	标准成语,code 正确
yishenxunguo	以身殉国	3468	标准成语,code 正确
yishizhixiong	一世之雄	3468	典故成语(赤壁赋),code 正确
yongerwumou	勇而无谋	3468	标准成语(三国志),code 正确
youankecha	有案可查	3468	标准成语,code 正确
yubingyunong	寓兵于农	3468	标准成语,code 正确
zangpirenwu	臧否人物	3468	标准成语,code 正确
zhigeweiwu	止戈为武	3468	典故成语(左传),code 正确
zhilizuoyue	制礼作乐	3468	典故成语,code 正确
zhuanhuoweifu	转祸为福	3468	标准成语,code 正确
zonghemingshi	综核名实	3468	典故成语(汉书),code 正确
zuigaiwansi	罪该万死	3468	标准成语,code 正确
airenliwu	爱人利物	3239	典故成语(庄子),code 正确
baizheqianhui	百折千回	3239	标准成语,code 正确
baxinzhuhuo	把薪助火	3239	标准成语,code 正确
buchibulong	不痴不聋	3239	标准成语,code 正确
chengqidaojue	称奇道绝	3239	标准成语,code 正确
chenzhafanqi	沉渣泛起	3239	标准成语,code 正确
chigeshima	持戈试马	3239	标准成语,code 正确
cidaojianhong	刺刀见红	3239	标准成语,code 正确
douzheshexing	斗折蛇行	3239	典故成语(小石潭记),code 正确
fengchenlulu	风尘碌碌	3239	标准成语,code 正确
fuweijipin	扶危济贫	3239	标准成语,code 正确
gaodiguijian	高低贵贱	3239	不可拆固定并列熟语,code 正确
guanzheruyun	观者如云	3239	标准成语,code 正确
jiankubeichang	艰苦备尝	3239	标准成语,code 正确
jiapinqinlao	家贫亲老	3239	典故成语(说苑),code 正确
jingjimantu	荆棘满途	3239	标准成语,code 正确
jinguihuanjiu	金龟换酒	3239	典故成语(贺知章),code 正确
jishiqiongli	即事穷理	3239	典故成语,code 正确
juxiwuyi	巨细无遗	3239	标准成语,code 正确
kejishenxing	克己慎行	3239	标准成语,code 正确
koushikenrang	叩石垦壤	3239	典故成语(愚公移山),code 正确
lieriyanyan	烈日炎炎	3239	标准成语,code 正确
longyushangbin	龙驭上宾	3239	典故成语,code 正确
maguxianshou	麻姑献寿	3239	典故成语,code 正确
maijianmaigui	买贱卖贵	3239	标准成语,code 正确
minguijunqing	民贵君轻	3239	孟子典故成语,拼音正确
poyilanshan	破衣烂衫	3239	固定四字成语,拼音正确
qinrenshanlin	亲仁善邻	3239	左传典故成语,拼音正确
sanyangkaitai	三阳开泰	3239	标准吉语成语,拼音正确
shunfengerhu	顺风而呼	3239	典故成语,出自荀子·劝学
taopeimozuo	叨陪末座	3239	典故成语(谦辞),源滕王阁序
tiancujiayou	添醋加油	3239	成语(添油加醋异序词典条目)
tianzaocaomei	天造草昧	3239	典故成语,出自周易·屯卦
yaoeryanzhi	要而言之	3239	成语(与总而言之/概而言之同族的固定文言四字格)
yingxiongqiduan	英雄气短	3239	成语(儿女情长英雄气短)
yuanmujingzhen	圆木警枕	3239	典故成语(司马光警枕苦读)
yuguanerxing	鱼贯而行	3239	成语(与鱼贯而入同族的固定条目)
yuweiwuqiong	余味无穷	3239	成语,词典固定条目
zengguangjianwen	增广见闻	3239	成语,词典固定条目
fenghuoliantian	烽火连天	3135	成语,词典固定条目
gaiecongshan	改恶从善	3135	典故成语,出自汉书
gongfengqisheng	躬逢其盛	3135	典故成语,源滕王阁序
guwangtingzhi	姑妄听之	3135	成语,与姑妄言之同族固定条目
mojiweigan	墨迹未干	3135	成语,词典固定条目(喻协议刚订即背弃)
qihuayihui	奇花异卉	3135	成语,与奇花异草同族固定条目
wuguanhongzhi	无关宏旨	3135	成语,词典固定条目
xiangyazhita	象牙之塔	3135	成语,词典固定条目(象牙塔)
yumaoweifeng	羽毛未丰	3135	成语,词典固定条目
aicairuming	爱才如命	3094	成语,词典固定条目
anguzhibian	岸谷之变	3094	典故成语,源诗经·十月之交(高岸为谷)
aobukezhang	傲不可长	3094	典故成语,出自礼记·曲礼(敖不可长)
aogulinlin	傲骨嶙嶙	3094	成语,词典固定条目
babenseyuan	拔本塞源	3094	典故成语,出自左传
baibanwunai	百般无奈	3094	成语,词典固定条目
baijubaijie	百举百捷	3094	成语,与百举百全同族固定条目
baiquanfeisheng	百犬吠声	3094	典故成语(一犬吠形,百犬吠声)
bairenchengjin	百忍成金	3094	成语,词典固定条目
baishoubeimian	白首北面	3094	典故成语,出自文中子
baishouxingjia	白手兴家	3094	成语,与白手起家同族固定条目
baixiabaiquan	百下百全	3094	成语,词典固定条目
baiyuwuxia	白玉无瑕	3094	成语,词典固定条目
banbulunyu	半部论语	3094	典故成语(半部论语治天下)
bangbingchengzhu	蚌病成珠	3094	典故成语,出自淮南子/刘勰
baobumaosi	抱布贸丝	3094	典故成语,出自诗经·卫风·氓
baochengshouzhen	抱诚守真	3094	成语,词典固定条目
baoshankonghui	宝山空回	3094	成语,词典固定条目(入宝山而空回)
baozinongsun	抱子弄孙	3094	典故成语,出自晋书
beibizhiyin	北鄙之音	3094	典故成语,出自礼记·乐记
beiweichongshu	备位充数	3094	成语,词典固定条目
biancaiwuai	辩才无碍	3094	成语(佛教语),词典固定条目
biejuhuiyan	别具慧眼	3094	固定成语,code 正确
bierbuzhou	比而不周	3094	出自论语的典故成语
bimenzishou	闭门自守	3094	成语词典词条,code 正确
bingqingyurun	冰清玉润	3094	典故成语,code 正确
biroufusheng	髀肉复生	3094	典故成语(三国志),code 正确
boluanjishi	拨乱济时	3094	成语词典词条,code 正确
buanyushi	不安于室	3094	典故成语,code 正确
buchahaoli	不差毫厘	3094	固定成语,code 正确
bujiaoerzhu	不教而诛	3094	典故成语(荀子),code 正确
burongfenshuo	不容分说	3094	固定成语,code 正确
buyishushi	布衣蔬食	3094	典故成语,code 正确
buyuzhiyu	不虞之誉	3094	典故成语(孟子),code 正确
caibozhiqian	才薄智浅	3094	成语词典词条,code 正确
caimeixingling	猜枚行令	3094	固定成语,code 正确
caiquanxingling	猜拳行令	3094	固定成语,code 正确
caiwanggaoya	才望高雅	3094	成语词典词条,code 正确
canerbufei	残而不废	3094	成语词典词条,code 正确
canfenglusu	餐风露宿	3094	经典成语,code 正确
canfengsuyu	餐风宿雨	3094	固定成语,code 正确
cangyanbaifa	苍颜白发	3094	固定成语,code 正确
cansongyinjian	餐松饮涧	3094	固定成语,code 正确
cantouyanwei	蚕头燕尾	3094	书法典故成语,code 正确
canxiayinxie	餐霞饮瀣	3094	固定成语,code 正确
canyunwoshi	餐云卧石	3094	固定成语,code 正确
chafanwuxin	茶饭无心	3094	固定成语,code 正确
chajianyuanyu	察见渊鱼	3094	典故成语(韩非子),code 正确
changshazuomi	唱沙作米	3094	固定成语,code 正确
chanyanningyu	谗言佞语	3094	固定成语,code 正确
chaolinyizhi	巢林一枝	3094	典故成语(庄子),code 正确
chaomaichaomai	炒买炒卖	3094	固定四字成语,code 正确
chaoranyuanju	超然远举	3094	固定成语,code 正确
chazhimofen	搽脂抹粉	3094	固定成语,code 正确
chedonglaxi	扯东拉西	3094	固定成语,code 正确
chefanmabi	车烦马毙	3094	典故成语,code 正确
chengchangzhufu	撑肠拄腹	3094	固定成语,code 正确
chengengtufan	尘羹涂饭	3094	典故成语,code 正确
chengqianghaosheng	逞强好胜	3094	固定成语,code 正确
chengshibushuo	成事不说	3094	典故成语(论语),code 正确
chengucijin	陈古刺今	3094	固定成语,code 正确
chengxinruyi	逞心如意	3094	成语词典词条,code 正确
chenqianglandiao	陈腔滥调	3094	固定成语,code 正确
chiyingbaotai	持盈保泰	3094	典故成语,code 正确
chongyuzhixue	虫鱼之学	3094	典故成语,code 正确
chouduoyechang	愁多夜长	3094	固定成语,code 正确
choushengyuanbo	丑声远播	3094	固定成语,code 正确
chouxuruma	愁绪如麻	3094	固定成语,code 正确
chouyuncanwu	愁云惨雾	3094	固定成语,code 正确
chuanebaichu	舛讹百出	3094	固定成语,code 正确
chuanhongdailv	穿红戴绿	3094	固定成语,code 正确
chuchushutu	出处殊涂	3094	典故成语,code 正确
chuguailouchou	出乖露丑	3094	固定成语,code 正确
chumenhezhe	出门合辙	3094	固定成语,code 正确
chunjiaokouzao	唇焦口燥	3094	固定成语,code 正确
chunluqiushuang	春露秋霜	3094	固定成语,code 正确
chunshumuyun	春树暮云	3094	典故成语(杜甫),code 正确
chunwaqiuchan	春蛙秋蝉	3094	固定成语,code 正确
chunyinqiushe	春蚓秋蛇	3094	典故成语,code 正确
chuoyueduozi	绰约多姿	3094	固定成语,code 正确
chushiwuming	出师无名	3094	成语词典词条,code 正确
ciqiongliji	词穷理极	3094	固定成语,code 正确
cizhongsanmei	此中三昧	3094	典故成语,code 正确
cizunjubei	辞尊居卑	3094	典故成语(孟子),code 正确
congmingzhengzhi	聪明正直	3094	固定成语,code 正确
cuizhehaoqiang	摧折豪强	3094	固定成语,code 正确
cunerbulun	存而不论	3094	典故成语(庄子),code 正确
cungeshewu	村歌社舞	3094	固定成语,code 正确
cuntuchijin	寸土尺金	3094	固定成语,code 正确
cunwangxujue	存亡续绝	3094	固定成语,code 正确
cuotuoguangyin	蹉跎光阴	3094	固定成语,code 正确
cushoucujiao	粗手粗脚	3094	固定成语,code 正确
dafangjueci	大放厥辞	3094	典故成语,code 正确
dairenshuoxiang	代人说项	3094	典故成语,code 正确
daitianlvdi	戴天履地	3094	固定成语,code 正确
damajindao	大马金刀	3094	固定成语,code 正确
danjingjieli	殚精竭力	3094	固定成语,code 正确
dansaoemei	淡扫蛾眉	3094	典故成语,code 正确
dansipiaoyin	箪食瓢饮	3094	典故成语(论语),code 正确
daoerbujing	道而不径	3094	典故成语,code 正确
daogaodezhong	道高德重	3094	固定成语,code 正确
daohezhitong	道合志同	3094	固定成语,code 正确
daojuxungui	蹈矩循规	3094	固定成语,code 正确
daqingmaqu	打情骂趣	3094	成语词典词条,code 正确
darendayi	大仁大义	3094	固定成语,code 正确
darenzhiming	达人知命	3094	典故成语,code 正确
datingguangzhong	大廷广众	3094	成语变体词条(大庭广众),code 正确
debubushi	得不补失	3094	成语变体词条(得不偿失),code 正确
diaochanmanzuo	貂蝉满座	3094	典故成语,code 正确
diaochongxiaoji	雕虫小计	3094	成语变体词条(雕虫小技),code 正确
diaolonghuafeng	雕龙画凤	3094	固定成语,code 正确
dilieshanbeng	地裂山崩	3094	固定成语,code 正确
dingluanfushuai	定乱扶衰	3094	固定成语,code 正确
dingqingfuwei	定倾扶危	3094	固定成语,code 正确
dingzhenxuma	顶针续麻	3094	固定成语,code 正确
dishuichenghe	滴水成河	3094	固定成语,code 正确
disimansheng	底死谩生	3094	固定成语,code 正确
diuhunluopo	丢魂落魄	3094	固定成语,code 正确
dongbuxicou	东补西凑	3094	固定成语,code 正确
dongchaqiuhao	洞察秋毫	3094	典故成语,code 正确
dongchexila	东扯西拉	3094	固定成语,code 正确
dongjingyouchang	动静有常	3094	典故成语,code 正确
dongpiaoxidang	东飘西荡	3094	固定成语,code 正确
dongpojingxin	动魄惊心	3094	成语(惊心动魄同条),code 正确
dongyouxidang	东游西荡	3094	固定成语,code 正确
doupouguafen	豆剖瓜分	3094	典故成语,code 正确
duananrushen	断案如神	3094	固定成语,code 正确
duangengpiaoping	断梗飘萍	3094	典故成语,code 正确
duannikecha	端倪可察	3094	典故成语(庄子),code 正确
duikehuihao	对客挥毫	3094	典故成语,code 正确
duizhengfayao	对症发药	3094	成语词典词条,code 正确
duizhengzhiyao	对症之药	3094	成语词典词条,code 正确
dunjikongmen	遁迹空门	3094	固定成语,code 正确
dunshishuoli	敦诗说礼	3094	典故成语,code 正确
duofeichunshe	多费唇舌	3094	固定成语,code 正确
duolinianren	多历年稔	3094	典故成语,code 正确
duowenqiangji	多闻强记	3094	典故成语,code 正确
dushanwushen	独善吾身	3094	典故成语(孟子),code 正确
dushemengshou	毒蛇猛兽	3094	固定成语,code 正确
dushuyizhi	独竖一帜	3094	成语变体词条(独树一帜),code 正确
duwangdulai	独往独来	3094	典故成语(庄子),code 正确
duwushangqing	睹物伤情	3094	固定成语,code 正确
eeyangshan	遏恶扬善	3094	典故成语(易经),code 正确
ehuqinyang	饿虎擒羊	3094	固定成语,code 正确
erbinsimo	耳鬓斯磨	3094	成语变体词条(耳鬓厮磨),code 正确
ermubisai	耳目闭塞	3094	固定成语,code 正确
ersanqide	二三其德	3094	典故成语(诗经),code 正确
ershizhitan	耳食之谈	3094	典故成语,code 正确
ershuweinve	二竖为虐	3094	典故成语(左传),code 正确
facejueke	发策决科	3094	典故成语,code 正确
fanfanzhitan	泛泛之谈	3094	固定成语,code 正确
fangcunbuluan	方寸不乱	3094	固定成语,code 正确
fanggezongjiu	放歌纵酒	3094	典故成语(杜甫),code 正确
fangyileiju	方以类聚	3094	典故成语(易经),code 正确
fangzongbuju	放纵不拘	3094	固定成语,code 正确
fanranxingwu	翻然醒悟	3094	固定成语,code 正确
fanshuyinshui	饭蔬饮水	3094	典故成语(论语),code 正确
fantairouyan	凡胎肉眼	3094	固定成语,code 正确
fantaizhuoti	凡胎浊体	3094	固定成语,code 正确
fanyansuici	烦言碎辞	3094	固定成语,code 正确
fanzhaohuiguang	返照回光	3094	成语(回光返照同条),code 正确
fanzhuweike	反主为客	3094	固定成语,code 正确
faxianbuling	发宪布令	3094	典故成语,code 正确
feiefuhuo	飞蛾赴火	3094	典故成语,code 正确
feifanyingtian	沸反盈天	3094	经典成语,code 正确
feifenzhicai	非分之财	3094	固定成语,code 正确
